,dhlabid,title,authors,urn,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype
230,100058037,Utredning av spørsmaalet om et mulig samarbeide mellem landsmaal og riksmaal i retskrivningen,"Eitrem , H. (Hans) / Larsen , Amund B. (Amund Bredesen) / Schjøtt , Steinar",URN:NBN:no-nb_digibok_2011092106149,oai:nb.bibsys.no:997820238784702202,95479076f158de05e1596e58a54c8444,,Kristiania,19090101,1909,A. W. Brøgger,nob,norsk / språk / rettskrivning / rettskriving / målsak,,,Uklassifisert,digibok
231,100542394,Gjennomføring av lovkonvensjoner i norsk rett : fra et utvalg til å utrede spørsmålene ved transformasjon av internasjonale lovkonvensjoner til norsk rett (Transformasjonskomitéen). Utvalget oppnevnt ved kgl.res. 14. november 1969. Utredning avgitt 20. mars 1972,"Rognlien , Stein",URN:NBN:no-nb_digibok_2011053005028,oai:nb.bibsys.no:999404402884702202,4b14752adc3a9077af2dc6b5a44855c2,8200700178,,19720101,1972,Universitetsforl.,nob,International law / National law,341,,Faglitteratur,digibok
232,100118415,Tilskudd til ikke-kommunale barnehager i 2012 : utredning av nasjonale satser,"Lunder , Trond Erik",URN:NBN:no-nb_digibok_2012110208067,oai:nb.bibsys.no:991202856144702202,3f20d29f2c8711e8d498c7028673f466,,Bø i Telemark,20110101,2011,Telemarksforsking,nob,barnehager / kapitaltilskudd / kostnader / barnehagedrift,,,Uklassifisert,digibok
233,100251119,Utbyttedeling : en utredning av spørsmålet om andel i bedriftenes overskudd for arbeidere og funksjonærer,"Aarum , Thorvald",URN:NBN:no-nb_digibok_2015060108052,oai:nb.bibsys.no:999112633304702202,972c004b7761f11742e51a6ac9bea09e,,Kristiania,19210101,1921,Steenske forl.,nob,,,,Uklassifisert,digibok
234,100099410,"Utredning av regionsenter for barne- og ungdomspsykiatri i Helseregion IV, sluttført 10. april 1992",,URN:NBN:no-nb_digibok_2012080608147,oai:nb.bibsys.no:999315785314702202,b174d803cf303335b425f2d627cff0e2,,Trondheim,19920101,1992,Fylkeskommunen,nob,Research / methods / Child Psychiatry / Adolescent Psychiatry / Social Sciences / methods / barnepsykiatri / ungdomspsykiatri / psykiatriske / sykehus,,,Uklassifisert,digibok
235,100104120,"Innstilling fra Komiteen til utredning av fremtidig virksomhet ved Arkitektavdelingen, NTH",,URN:NBN:no-nb_digibok_2012082408003,oai:nb.bibsys.no:998311633054702202,70c000ad6c8f1ee17e7225207a6a7f92,,Trondheim,19640101,1964,,nob,,607,,Faglitteratur,digibok
236,100113235,"Innstilling fra Komitéen for utredning av tiltak med sikte på å lette arbeidsmulighetene for studenter, ansatte og besøkende med fysiske funks jonsvansker",,URN:NBN:no-nb_digibok_2012100208113,oai:nb.bibsys.no:990307882184702202,212b841a676bef52288cb5868cccdada,,Oslo,19750101,1975,,nob,,,,Uklassifisert,digibok
237,100381070,Skredet ved Nord-Statland : utredning av teknisk årsakssammenheng,"Strand , Stein-Are / Lyche , Einar / Moholdt , Ragnar",URN:NBN:no-nb_digibok_2018101805025,oai:nb.bibsys.no:991502924144702202,95e2741e40902b7268324b2a101e2447,,Oslo,20140101,2014,Norges vassdrags- og energidirektorat,nob,,,,Uklassifisert,digibok
238,100074228,Støtte til politiske organisasjoner eller formål : delutredning av 15. nov. 1973,"Juel , Dagfin",URN:NBN:no-nb_digibok_2012060805066,oai:nb.bibsys.no:999404033404702202,5903556ab2499e0e286599a027f37486,8200701115,Oslo,19730101,1973,Universitetsforl.,nob,,352,,Faglitteratur,digibok
239,100168852,"Fallselva - friluftsliv : utredning av friluftsinteresser i forbindelse med planlagt tilleggsregulering av Trevatna og utbygging av Fallselva kraftverk, Oppland fylke","Melby , Morten W.",URN:NBN:no-nb_digibok_2013082708196,oai:nb.bibsys.no:998920688254702202,6103ff4c7c71a4d6de7d91c188314b31,8272164930,Oslo,19880101,1988,,nob,søndre / land / vassdragsregulering / konsekvensanalyse / friluftsliv,,,Faglitteratur,digibok
240,100566525,De psykiatriske ungdomsteamene : utredning av nåværende og framtidig funksjon og organisering,"Skarstein , Siv",URN:NBN:no-nb_digibok_2010010604121,oai:nb.bibsys.no:990101905114702202,b0e9a64331c790ee8d15256037fda4de,,Oslo,20000101,2000,Statens helsetilsyn,nob,"Preventive Psychiatry / Rehabilitation / Mental Health Services / Psychiatry / Social Work, Psychiatric / Adolescent Psychiatry / Substance-Related Disorders / therapy / Outpatient Clinics, Hospital / Norway / Substance-Related Disorders / Adolescent / Organization and Administration / Diagnosis, Dual (Psychiatry) / Substance-Related Disorders / prevention & control / ungdom / psykiatri / psykiatriske / ungdomsteam / institusjoner / helsevern / ungdomer",362.29,,Uklassifisert,digibok
241,100333477,Utkast til fremtidig organisering av den sivile rettspleie på grunnplanet : en enmannsutredning avgitt til Justisdepartementet 18 februar 1997,"Reinskou , Knut Helge",URN:NBN:no-nb_digibok_2017051648174,oai:nb.bibsys.no:999707498644702202,5e397d7a04f04a317dd7315fac309230,,[Oslo],19970101,1997,[Justisdepartementet],nob,rettspleieorganer / organisering / sivilprosess / utredninger / norge,,,Uklassifisert,digibok
242,100167834,"Nye Svean kraftverk i Nidelva, Sør-Trøndelag : utredning av konsekvenser for naturmiljø og biologisk mangfold","Davidsen , Jan G. / Arnekleiv , Jo Vegar",URN:NBN:no-nb_digibok_2013081508023,oai:nb.bibsys.no:991307024474702202,f53cd7a3d22b570f12cf7386906e2f9d,,Trondheim,20120101,2012,"Norges teknisk-naturvitenskapelige universitet, Vitenskapsmuseet",nob,,,,Uklassifisert,digibok
243,100224262,En utredning av forholdene innen fetsildbransjen,"Høivik , Erling",URN:NBN:no-nb_digibok_2014091609060,oai:nb.bibsys.no:999826079114702202,bfb25cf8f901edeed8b62283df5e92db,,[S.l.],19400101,1940,[s.n.],nob,,,,Uklassifisert,digibok
244,100451879,E18 mellom Ekebergtunnelen og Oslotunnelen : utredning av kulturminner og kulturmiljø : konsekvensutredning,"Skar , Birgitte / Tønnessen , Tor Linge / Molaug , Petter B.",URN:NBN:no-nb_digibok_2008080504029,oai:nb.bibsys.no:999620358904702202,06ee9f747d7168b92622dcc46f288f1c,8242607222,Oslo,19960101,1996,Norsk institutt for kulturminneforskning,nob,veier / veiutbygging / konsekvensutredninger / Oslotunnelen / E18 / norge / Ekebergtunnelen / Oslo / kulturminner / veibygging / konsekvensanalyse,,,Faglitteratur,digibok
245,100250775,Oslofjorden og dens forurensningsproblemer. 2 : Utredning av tekniske løsninger : hovedutredning,"Knudsen , Carl-Henrik / Simensen , Terje",URN:NBN:no-nb_digibok_2015052708076,oai:nb.bibsys.no:998321413304702202,4551bcdbf30920513ca97dbaff7b37df,,,19700101,1970,Norsk institutt for vannforskning,nob,Forurensning / Forurensning / oslofjorden / forurensning,614.7,,Faglitteratur,digibok
246,100073136,Kontakt og samarbeid mellom de nordiske folk : en foreløpig oversikt over foreliggende materiale fra representative intervjuundersøkelser og en utredning av muligheter for videre forskning,"Jacobsen , Knut Dahl / Rokkan , Stein / Vetti , Normann",URN:NBN:no-nb_digibok_2012012508073,oai:nb.bibsys.no:998903891284702202,616824efea582c812f3b3a8e658e23f5,,,19560101,1956,Stiftelsen Polhøgda og Institutt for samfunnsforskning,nob,,948,,Faglitteratur,digibok
247,100353526,Hvad vi vil : en utredning av Nasjonal samlings program. 1 : Staten og samfundet,"Hjort , J.B.",URN:NBN:no-nb_digibok_2017102348003,oai:nb.bibsys.no:999711256864702202,82f26d12205a1a64502782e93f4aa32a,,Oslo,19340101,1934,,nob,,,,Uklassifisert,digibok
248,100339007,Psykologiske metoder i utredning av aldersdemens,"Egeland , Jens",URN:NBN:no-nb_digibok_2017070509553,oai:nb.bibsys.no:999416686734702202,42f7b3b28ef5668bd90d888d9d30cebe,,Sem,19920101,1992,Info-banken,nob,Psychology / methods / Dementia / diagnosis / aldersdemens / alderdomssløvsinn / senilitet / psykodiagnostikksenil / demens / psykologi / aldersdemens-psykologiske / metoder / klinisk / eldre / geriatri / forskning,,fiction,Skjønnlitteratur,digibok
249,100337886,"Opdragelse og vernekraft : en praktisk pædagogisk utredning avgit til den av Forsvarsdepartementet nedsatte kommission, bestaaende av d'herrer: advokat P.A. Holm, major R.S. Melhuus, og statsraad O.M. Mjelde. 1","Reymert , Martin L.",URN:NBN:no-nb_digibok_2017062107028,oai:nb.bibsys.no:999713165114702202,04f765a28f190554c02be6a2c0014cfb,,Kristiania,19210101,1921,With,nob,,,,Uklassifisert,digibok
