,dhlabid,title,authors,urn,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype
2778,100178850,Straks : et prosjekt for å utvikle en helhetlig og god språkopplæring i Bodø kommune : evaluering av prosjektet,"Jeremiassen , Evy / Frøberg , Heidi",URN:NBN:no-nb_digibok_2013110806035,oai:nb.bibsys.no:990708867844702202,60e458c5b4d1515de27bfa93b160a05c,,Bodø,20070101,2007,Høgskolen i Bodø,nob,spesialpedagogikk,,,Uklassifisert,digibok
2779,100179982,Overskjenking i Bergen : en oppfølgingsevaluering av Ansvarlig vertskap i Bergen,"Lauritzen , Hege Cesilie / Baklien , Bergljot",URN:NBN:no-nb_digibok_2013120205072,oai:nb.bibsys.no:990711981484702202,2c046aef623103302e6622b72f3fc2f4,,Oslo,20070101,2007,Statens institutt for rusmiddelforskning,mul / nob / eng,Evaluation Studies / Public Policy / Alcoholic Beverages / Alcohol Drinking / prevention & control / Norway / Substance-Related Disorders / prevention & control / alkohol / alkoholomsetning / alkoholloven / skjenkesteder / ansvarlig / vertskap / overskjenking / utesteder / bergen / skjenkebevillinger / restauranter,,,Uklassifisert,digibok
2780,100185838,Støttespiller og samtalepartner : evaluering av Støttesenter for fornærmede i straffesaker,"Berg , Berit",URN:NBN:no-nb_digibok_2014010708153,oai:nb.bibsys.no:990708998514702202,0e1908527e07f5a1849851e7e330628b,,,20070101,2007,NTNU samfunnsforskning,nob,ofre / straffesaker / hjelp / støtte / voldsoffer / kriminalitet,362.88,,Faglitteratur,digibok
2781,100199251,Ny Diil? : re-evaluering av Rusfri Diil,"Nesvåg , Sverre",URN:NBN:no-nb_digibok_2014032505029,oai:nb.bibsys.no:990802123524702202,973c24565f870876ab69672f92ddba84,,Stavanger,20070101,2007,IRIS International Research Institute of Stavanger,nob,Adolescent / Primary Prevention / Narcotics / Alcohol Drinking / rusforebygging / forebyggende / tiltak / rusmiddelomsorg / rehabilitering,,,Uklassifisert,digibok
2782,100208162,"""Lese det, lære det, ja! Men å skrive det? Nei, det vil vi ikke"" : evaluering av forsøk med valgfritt skriftlig sidemål i Oslo","Vibe , Nils / Borgen , Jorunn Spord",URN:NBN:no-nb_digibok_2014061005003,oai:nb.bibsys.no:990717057084702202,6b837b96b0e42b7b674ec4c1e3033905,,,20070101,2007,NIFU STEP,nob,Evaluering / Sidemål / Nynorsk / Videregående / skoler / Oslo / kommune,439.82076 / 439.820712,,Faglitteratur,digibok
2783,100212352,Subsidiemodellen innenfor boligtilskuddet : evaluering av omleggingen av modellen,"Barlindhaug , Rolf / Medby , Per",URN:NBN:no-nb_digibok_2014061606100,oai:nb.bibsys.no:990704428354702202,d4b9f6af420d4e9447d6eb29ecd23543,8270716677,Oslo,20070101,2007,Norsk institutt for by- og regionforskning,nob,Utleieboliger / Boligbygging / Finansiering / Boligpolitikk / Boligbygging / Planlegging / kommunale,,,Uklassifisert,digibok
2784,100215638,"Inkluderende spesialundervisning? : om utfordringer innenfor spesialundervisningen i 2007 : rapport nr. 1 fra prosjektet: Gjennomgang av spesialundervisning, Evaluering av Kunnskapsløftet","Strømstad , Marit / Carlsten , Tone Cecilie / Hausstätter , Rune Sarromaa / Nordahl , Thomas / Markussen , Eifred / Markussen , Eifred / Markussen , Eifred",URN:NBN:no-nb_digibok_2014070106108,oai:nb.bibsys.no:990708035364702202,204db7ffcecc76afe95761ef291ad4e5,8272185342,Oslo,20070101,2007,NIFU STEP,nob,spesialpedagogikk / spesialundervisning / undervisning / kunnskapsløftet / pedagogikk / integrering / segregering / undervisningspolitikk / skolereform / norge / k06,371.9,,Faglitteratur,digibok
2785,100229274,Rapport II fra evaluering av LOSA : nærstudier i tre kommuner og ved moderskolen i Nordkapp kommune,"Germeten , Sidsel",URN:NBN:no-nb_digibok_2014101606036,oai:nb.bibsys.no:990716284954702202,99e8efd63713533e87b8cc61a2f71a44,,[Alta],20070101,2007,"Høgskolen i Finnmark, Avdeling for pedagogiske og humanistiske fag",nob,,,,Uklassifisert,digibok
2786,100233225,NAVs satsing på arbeid og psykisk helse : evaluering av fylkesvise koordinatorstillinger i NAV og bruk av øremerkede tiltaksmidler,"Møller , Geir / Sannes , Joar / Brandtzæg , Bent Aslak",URN:NBN:no-nb_digibok_2014110606054,oai:nb.bibsys.no:990801277544702202,8fd2517a9659ae9c76285674696aedf2,,Bø,20070101,2007,Telemarksforskning-Bø,nob,arbeid / psykisk / helse / nav,,,Uklassifisert,digibok
2787,100239008,"Målrettet, men mindre meningsfullt? : evaluering av ny politisk struktur i Molde kommune","Rønhovde , Lars",URN:NBN:no-nb_digibok_2014121008145,oai:nb.bibsys.no:990714511614702202,9c7ad7560728d7b131acf381b0089b23,,Molde,20070101,2007,Møreforsking,nob,,,,Uklassifisert,digibok
